L_ListingID,L_Address,L_City,beds,baths,price,remarks
1177897323,18203 Coastline 13,Malibu,2.0,2.0,1324000,"Experience coastal living at its finest in this beautiful, single-level retreat along the iconic Malibu coastline. As a private corner unit, this one-story, 2-bedroom, 2-bathroom residence offers an exceptional vantage point with unobstructed, panoramic ocean views stretching from sunrise to sunset.

Step inside to a bright, airy, open-concept floor plan designed to seamlessly feature the stunning Pacific backdrop, all tied together by handsome laminate flooring throughout the living areas and bedrooms. The spacious living room opens directly to your private ocean-view balcony—the perfect spot to relax, entertain guests, or unwind to the soothing sound of crashing waves. Whether you are preparing a meal in the bright kitchen or relaxing in the living room, the ocean views remain center stage.

The primary suite serves as a serene sanctuary, featuring oversized windows with magnificent views of rolling waves and the sparkling evening lights of the Santa Monica Pier, along with an en-suite bathroom equipped with a deep soaking tub. The versatile second bedroom is equally impressive, making it ideal for guests, a home office, or an art studio, serviced by its own tastefully updated full bathroom.

This residence is uniquely equipped with a premium array of amenities that are a rare luxury for condominiums along the Malibu coast: full central air conditioning and heating, an inside laundry space, and a secure private storage room for surfboards and beach gear. Situated in an intimate, well-maintained 16-unit complex, the property also includes two rare covered parking spaces. Located moments from pristine sandy beaches, the historic Getty Villa, and the vibrant dining and shopping of both Malibu and Santa Monica, this property offers a rare combination of peaceful privacy and coastal convenience. HOA fee includes water, trash, sewer and building insurance."
1190137181,780 N Michigan Avenue,Pasadena,3.0,2.0,1675000,"Located in Pasadena's iconic Bungalow Heaven Landmark District, 780 N Michigan Avenue is a remarkable example of the neighborhood's celebrated Craftsman architecture. Dating to the early 20th century and attributed to Pasadena architect and builder Guy S. Bliss, the home is recognized by the City of Pasadena as a contributing property within the Bungalow Heaven Landmark District. Offering three bedrooms, two bathrooms, and just over 1,600 square feet, this inviting residence captures the warmth, craftsmanship, and timeless appeal of Pasadena's early bungalow movement. More than a century after its construction, this home remains a distinctive Pasadena residence, connected to its past and ready for its next chapter."
1176033048,6050 Canterbury Drive E214,Culver City,1.0,1.0,460000,"Bright and move-in ready, this appealing property offers a spacious living room filled with natural light from large double-paned windows, creating an inviting place to relax or entertain. The fully-remodeled contemporary kitchen features sleek quartz countertops and full-height backsplashes, stainless-steel appliances, and abundant storage that makes cooking feel effortless, supported by a new electrical subpanel. Adjacent to the kitchen is the dining area that opens to a breezy covered balcony where you can enjoy al fresco dining and pleasant weather. The private ensuite includes a generous walk-in closet, while the stylish bathroom showcases a large floating vanity for a clean, modern look. Enjoy the convenience of two gated subterranean side-by-side gated parking spots with storage cabinets, and the luxury of a resort-style complex with lush manicured grounds, large outdoor pool and sundeck, gym, on-site manager, package storage lockers, and nightly patrolled security. Ideally located close to parks, shopping, dining, and major transportation hubs, this home blends comfort, style, and everyday convenience in one appealing package."
1188084347,7130 Shoreline Dr 1208,San Diego,2.0,2.0,674900,"Spacious and light-filled 2 bedroom, 2 bathroom condo in the highly sought-after Lucera community in UTC. This inviting home features luxury vinyl plank flooring throughout, dual primary suites, upgraded bathroom vanities, a full-size stackable washer and dryer, air conditioning, walk-in closet, and a cozy fireplace. Enjoy peaceful views from the private balcony overlooking open green space and surrounding nature. The property includes a one car garage space within a shared two car garage. Lucera offers resort-style amenities including two swimming pools, spas, tennis courts, pickleball, basketball, fitness center, BBQ areas, clubhouse, and gated entry. Ideally located just minutes from Westfield UTC, exceptional dining and shopping, UCSD, and the trolley, offering convenient access to everything the UTC area has to offer."
1185861685,845 W Hacienda,Corona,3.0,2.0,849999,"Welcome to 845 W Hacienda Dr, where thoughtful upgrades, comfortable living, and an entertainer’s dream backyard and home come together in one incredible Corona space. From the moment you arrive, you’ll notice the pride of ownership throughout. The home has been extensively updated with a new roof installed approximately six months ago with a complete tear-off, a newer HVAC system approximately two years old, an upgraded electrical panel, new flooring throughout, fresh interior and exterior paint, an updated bathroom, a new fireplace, and a new front door. Inside, the floor plan is designed for both everyday living and entertaining, including an approximately 400 sq. ft. bonus room that adds incredible versatility, with a bar. Currently enjoyed as a man cave/game room, this space could easily serve as a playroom, home gym, office, media room, or additional gathering space. The backyard is where this home truly shines. Thoughtfully laid out with multiple areas to gather, relax, and play, it features an in-ground spa, putting green, artificial turf, paver patio, breezeway, and newer spa equipment. Whether you're hosting a summer BBQ, having friends over for the game, letting the kids play, or simply relaxing outside at the end of the day, this backyard was made to be enjoyed. Adding even more character is an established collection of fruit and nut trees, including grapefruit, pink grapefruit, plum, almond, lemon, and orange, bringing a little backyard orchard right to your doorstep. With major improvements already completed and indoor-outdoor spaces designed around entertaining and family life, this is the kind of home where memories are made. All of this in a convenient Corona location with easy freeway access and close proximity to shopping, dining, schools, and everyday amenities. Turnkey, upgraded, and ready for its next chapter, 845 W Hacienda Dr is more than a house; it’s a home built for good times, family gatherings, and California living."
1169778859,41460 Sundew Lane,Little River,2.0,2.0,497000,"Private 5.7-acre sunbelt property in Little River, just minutes from Mendocino. Tucked away on a quiet road close to the hiking trails of the Pygmy Forest State Park and Albion River, this versatile property offers usable land, abundant gardening space, and a separate entrance that earns income as a Hipcamp, providing additional income potential. Currently an income-generating rental property the main house and double garage both have new roofs, presenting an exceptional opportunity for a homestead, private retreat, vacation rental, or peaceful country getaway. The property also features a flat, cleared area ready for an ADU, an existing second PG&E hookup, whole-house GENERAC propane generator and plenty of room to expand with sunny, open, flat space and a large fenced, irrigated garden orchard. For a strong offer, the recently built tiny house is included, adding even more value and flexibility. Full of possibilities and ready for the next owner's vision."
1176341054,48674 Vista Viejo Drive,Palm Desert,3.0,6.0,1595000,"Reimagined both inside and outside by the talented owner-designer, this residence has been transformed into a modern masterpiece. Commercial-grade windows and sliders, arranged in a Mondrian-inspired composition of varying glass sizes and shapes, enhance the home's sleek lines, natural light, and dynamic color contrasts. This to-the-studs renovation includes a 38-panel solar system with three Tesla Powerwall batteries, a massive atrium with a lighted wall fountain and firepit, and two primary suites. The main suite features dual spa-like bathrooms, two custom walk-in closets, in-room laundry, and direct access to the backyard and gym. The secondary primary suite offers luxe carpeting, a designer ensuite bath, and a private patio. The striking ultra-modern kitchen boasts an expansive island, high-end appliances, and custom cabinetry with quartz countertops. Outdoor enhancements include a motorized pergola with recessed heat lamps and a detached structure that is currently used as a private gym. An additional spacious guest suite ensures comfort for visitors and also has a stunning en-suite bathroom. With panoramic mountain views to the east and west, the home is ideally located near the renowned El Paseo Shopping District, Historic Highway 111, and prestigious golf clubs, blending high-end functionality with modern sophistication."
1152759396,310 Grau Drive,Fremont,4.0,3.0,1799000,"Gorgeous move-in ready, fully renovated property in the Niles Garden neighborhood. Situated on a quiet street, 310 Grau features a semi formal floor plan. Upon entry one is greeted by a proper living room with double height ceilings and formal dining room adjacent. Toward the rear of the property is a spacious family room with fireplace and updated kitchen with quartz countertops, basin sink and stainless appliances. There is also a powder room, laundry room with full sized washer/dryer and access to the garage. Upstairs we have three generously sized bedrooms, 2of which with scenic foothill views, a shared bathroom, linen closet, and a luxuriously appointed hotel-like primary suite with walk-in closet, soaking tub, standing shower and dual vanities.   Residents enjoy close proximity to many amenities such as choice of grocery/shopping/restaurants, but also parks, hiking trails, and outdoor activities. Centrally located, nearly equidistant to San Francisco, San Jose, or the Peninsula as well as choice of airports and public transit."
1174539897,680 Camino De La Reina 2307,San Diego,2.0,2.0,649000,"BACK ON MARKEY subject to cancellation of previous escrow. See supporting documents. Home pictured was staged but is now vacant. Wow! Wait until you see this amazing 2 bedroom 2 bath remodeled condo in Mission Valleys Rio del Oro complex. Walk into a fully updated home with new kitchen cabinetry, new quartz countertops, new stainless Steele appliances and beautiful plank flooring throughout. The fireplace is upgraded with a wonderful stack stone surround. Enjoy great natural light and a pleasant balcony for relaxation. The bedrooms are on opposite ends of the unit which makes a home office, roommate or guest room perfect. You will enjoy your own inside washer and dryer and of course, central heat and air. The common area boasts lush landscaping, a beautiful pool and spa, full gym, community room and step outside to an amazing riverfront park. There is even a dedicated dog park! The home offers 2 secure parking space and first come first serve guest parking. You are just a short walk away to loads of restaurants and shops, the trolley if you want to bypass driving and you are conveniently nestled between interstates 5, 8 and the 805. Snap dragon stadium is also a short distance away. This is an amazing offering for the price. Turn key so be ready to move quickly"
1178843619,226 San Mateo Avenue,Los Gatos,4.0,4.0,2499888,"Steps from downtown Los Gatos dining, boutique shopping, cafes, minutes from Vasona Park, this home offers a walkable lifestyle within the highly rated LG school district. The home features great curb appeal w/ beautiful landscaping, a wide pavered driveway, & hill views. The property offers approximately 2,103 SqFt of usable living space. The main residence spans approximately 1,562 SqFt w/ 3 bedrooms & 3 bathrooms, remodeled over the years. The living room is warm & inviting w/ an electric fireplace, recessed lighting, & double pane windows. The kitchen & dining area form the heart of the home w/ granite countertops, recessed lighting, & smart storage including two Lazy Susans. The primary suite opens to a private patio, & sun tunnels brighten the hallway w/ natural light. Leased solar adds energy efficiency & long term value. The approved detached cottage includes 1 BD, 1 full bath, & private laundry, generating strong rental income & creating a flexible 4 bedroom, 4 bathroom layout ideal for guests, multi generational living, or income potential. The garage has ample storage & EV charger. Backyard feels expansive & private for a downtown location, complete w/ built in covered seating area for outdoor entertaining."
1177181956,4140 Glencoe Avenue 202,Marina Del Rey,2.0,2.0,949000,"Come see this gorgeous newly built modern condo in the heart of Marina del Rey's highly desirable Marina Arts District. This beautiful home features two bedrooms, two baths, and over 1,000 square feet of open living space. Walk in and experience light wide-planked laminate wood flooring, a clean palette of paint selections, modern coordinating baths, and statement designer light fixtures throughout. You will love the kitchen with luxurious quartz counters, oversized porcelain subway tile backsplash, a large sink, stainless steel appliances, and a huge center island with seating for three. The family room is generous in size and opens through a large sliding door to a lovely private balcony, creating the perfect indoor-outdoor flow. The primary suite is generous in size and features two mirrored closets, a romantic private balcony, and an ensuite bath with dual quartz vanities and a tub/shower combination. The guest bath is equally impressive with a modern vanity and an oversized walk-in shower showcasing designer tile, a pebble stone floor, and beautiful accent details. Both balconies provide the perfect place to unwind and enjoy warm Southern California evenings. Residents of X67 enjoy an abundance of resort-style amenities including a sparkling pool, fully equipped fitness center, stylish clubhouse with kitchen and banquet facilities, comfortable lounge areas, controlled access, and a secured gated parking garage. Ideally located in the vibrant Marina Arts District, you'll enjoy an incredible coastal lifestyle just moments from Abbot Kinney Boulevard, Marina del Rey Harbor, Venice Beach, Marina Marketplace, countless restaurants, cafés, boutiques, fitness studios, scenic bike paths, and waterfront recreation. With easy access to Playa Vista, Silicon Beach, Santa Monica, LAX, and award-winning schools, this exceptional home offers the very best of Westside and Coastal living."
1179835628,539 Lee Loop,Discovery Bay,4.0,3.0,703990,"New community, Seagrass by Pulte Homes in charming Discovery Bay.  Enjoy this new energy efficient construction, single story home.  A serenity lake is a central feature at Seagrass.  A new amenity center is under construction which will feature outdoor gathering places and games, pickle ball courts, a half basketball court, and a 2+ mile perimeter trail for additional strolling opportunities.*Photos are of model home, not of actual home.*"
1155099058,10132 Wish,Northridge,4.0,3.0,1683000,"Suburban-Style Living in the Heart of the City! Welcome to this ranch-style stunner, offering the perfect blend of comfort, luxury, and functionality. This one-of-a-kind property features 4 bedrooms + 3 bathrooms + a retreat/office, indoor laundry room and a beautiful brick fireplace. The oversized lot features a circular stamped-concrete driveway, detached 2-car garage, double RV/boat parking, and private backyard oasis that truly defines “Entertainer’s Paradise.” The main home includes a custom oak cocktail bar, built-in family room cabinetry, wainscoting, solid alder interior doors, and custom hardwood floors. Brand new updates include a remodeled primary bathroom, refinished kitchen cabinets with new appliances and fixtures, carpet in all bedrooms, recessed LED lights, ceiling fans, soft-close cabinets and drawers, Nordic tankless water heater, paint (inside and out), carriage lights, tile flooring in the ADU bath,  A/C units (5-ton + 2-ton), and a 40 panel OWNED solar system. The primary bedroom retreat offers direct access to a rose garden and backyard oasis, and a spa-inspired ensuite with a jacuzzi jet tub. Outdoors, this property shines with lush landscaping, brick masonry, mature trees, privacy hedges, a secluded patio and “secret garden.” Entertain year-round in your resort-style backyard featuring a pool with waterfalls, spillovers, swim-up bar, a large jetted spa with seating for 10+, a step-down firepit with glass rocks & built-in seating and an outdoor gas fireplace. Enjoy the beautiful California weather by having all your largest gatherings outside. The massive covered outdoor kitchen will accommodate preparing meals for your biggest dinner parties or BBQ’s and comes equipped with high end Viking stainless appliances, including a built-in BBQ, oven, side burners, kegerator, prep kitchen, beverage fridge and dual sinks. It has a stone bar with seating for 8–10, and custom tile finishes. Located in the Granada Hills Charter School district (LAUSD), this property is wheelchair accessible, was the former model and with over 2800 sq ft is one of  the largest homes on the block. Don’t miss this rare opportunity to own a truly special home that brings suburban tranquility to city living—it’s move-in ready, energy-efficient, and completely unforgettable!"
1173349515,500 Boxcar Drive 19-01 - Plan 5,Campbell,4.0,4.0,1877494,"Consistently listed among the county's most desirable places to live, Campbell is the setting for Monarch, a boutique community of new construction homes. This brand-new construction home nestled in the heart of Campbell. This residence offers a blend of comfort and modern amenities with a kitchen that is well-equipped with a variety of appliances, including an electric cooktop, built-in oven, and a pantry. Enjoy gatherings in the great room or dining area, both complemented by beautiful flooring throughout.  Featuring energy-efficient amenities such as solar power and battery backup, Energy Star appliances, ensuring a sustainable and cost-effective living environment.  This home has modern necessities including but not limited to upstairs laundry room, 2 car garage with a level 2 electric charger outlet. New construction using the latest innovative technologies and built by a company with over 75 years of experience. The home offers heating and cooling via a multi-zone setup controlled by individual room controls. The high ceiling and walk-in closet are added bonuses for comfort and storage. Situated within the Campbell Union Elementary School District, this home is a perfect blend of convenience and modern amenities. Pictures are of model home not actual home."
1189553096,7751 Golfcrest Dr,San Diego,4.0,2.0,1249000,"Welcome your San Carlos retreat featuring a private pool and spa, fully paid-off solar with backup battery system, stunning mountain views, an open-concept floor plan, and stylish modern upgrades throughout. Designed for both everyday living and entertaining, this turnkey home combines energy efficiency, indoor-outdoor living, and a highly desirable San Diego location.  Step inside to a bright, spacious interior with warm wood-tone flooring, recessed lighting, designer fixtures, and an effortless flow between the living, dining, and kitchen areas. The remodeled kitchen is the centerpiece of the home, featuring beautiful cabinetry, quartz countertops, stainless steel appliances, a statement range hood, pot filler, and a large peninsula with plenty of seating.  The living space opens directly to the backyard, creating the perfect setup for entertaining. Enjoy your own private retreat with a sparkling pool and spa, expansive patio, and covered outdoor living area all surrounded by a peaceful setting.  The bathrooms have been tastefully updated with contemporary finishes, while the spacious bedrooms offer comfortable retreats throughout the home. An attached two-car garage and inviting curb appeal complete the property.  With paid-off solar and battery backup, there’s no solar lease or payment to assume just the added benefit of energy efficiency and backup power. Located in the sought-after San Carlos community, this move-in-ready home offers the perfect combination of modern updates, outdoor living, beautiful surroundings, and classic San Diego lifestyle!"
1176398092,1730 Springwood Way,Antioch,3.0,2.0,488888,"**Inviting Single-Story 3BD/2BA Home – No HOA!** Welcome to this well-maintained single-story attached home offering 3 bedrooms, 2 full bathrooms, and approximately 1,154 sq. ft. of comfortable living space. Filled with natural light, the inviting open floor plan features a spacious living area and a formal dining space, creating an ideal setting for both everyday living and entertaining. Master Bedroom includes its own private bathroom, while the thoughtfully designed layout provides comfort and functionality throughout. Step outside to a comfortable backyard featuring a deck, a fenced garden area, and low-maintenance landscaping—perfect for relaxing, gardening, or hosting family and friends. This property also presents an excellent investment opportunity. Previously rented for **$3,400 per month**, it offers strong appeal for investors while remaining an ideal choice for first-time buyers or owner-occupants. Additional highlights include an attached two-car garage and a highly convenient location near shopping, restaurants, parks, Costco, Lowe's, Kaiser Permanente, and major commuter routes with easy freeway access. Move-in ready and offering exceptional value with **no HOA**, this is an opportunity you won't want to miss! *Virtually staged.*"
1173000902,56656 Paseo Los Ninos,Yucca Valley,2.0,1.0,540000,"Rare opportunity to own a mid-century mixed-use property on 5 acres in Yucca Valley, surrounded by sweeping high-desert views and iconic Joshua Trees. This 2-bedroom, 1-bath home has been extensively renovated while preserving its vintage character, creating a great space to live in, work from, or enjoy as a desert retreat. Since purchasing the home, the owners have upgraded and modified the property from floor to ceiling, thoughtfully preserving its original vintage Joshua Tree style, combining modern upgrades with classic high-desert charm. (A full list of improvements is available under Documents.)A fenced and landscaped yard sits within acres of untouched desert featuring rare plant species and wildlife. With mixed-use zoning, the property offers flexibility for a live/work space, studio, shop, events, or creative retreat. Ideally located 5 minutes from La Copine in Flamingo Heights, 10 minutes to downtown Yucca Valley, and 15 minutes to Joshua Tree shops, restaurants, and the National Park entrance."
1184633378,12951 Lantern Lane,Victorville,4.0,2.0,415000,"Beautiful 4-Bedroom, 2-Bath Home with 3-Car Garage, Tile Roof & Spacious Backyard

Welcome to this beautifully designed four-bedroom, two-bath home located in a highly desirable neighborhood close to shopping, top-rated schools, and easy freeway access for commuters. Offering an exceptional floor plan and plenty of living space, this property combines comfort, convenience, and style.

Step inside to discover an elegant formal living room and formal dining room, perfect for entertaining family and friends. The spacious family room flows seamlessly into the kitchen and breakfast nook, creating an inviting great room setting ideal for everyday living.

The oversized primary suite features a large master bedroom, a luxurious master bathroom with dual sinks, a vanity area, and a generous walk-in closet. The hall bathroom also offers dual sinks, providing added convenience for family and guests.

Three additional bedrooms provide plenty of space for family, guests, or a home office, making this an ideal home for growing families.

Outside, you'll find a fantastic backyard designed for entertaining, complete with a concrete slab ready for your dream barbecue area or future pool installation. The durable tile roof and attached three-car garage add both curb appeal and functionality.

Conveniently located near shopping centers, restaurants, schools, and major freeways, this move-in-ready home offers the perfect balance of comfort and accessibility."
1172255599,2378 Crestview Drive,Laguna Beach,4.0,4.0,8250000,"Dramatic Ocean View Architectural Masterpiece in Laguna Beach

Perched in one of Laguna Beach’s most breathtaking settings, this four-bedroom, three-and-a-half-bath architecturally rich residence offers endless Pacific Ocean views, from the shimmering waters by day to the dazzling coastal lights by night. Designed to maximize the panoramic scenery, retractable glass doors seamlessly merge indoor and outdoor living, inviting in the ocean breeze and framing the stunning vistas.

Spanning 4,951 square feet on a 6,500 square foot lot, this custom contemporary masterpiece is a sanctuary of style and sophistication. The open living spaces flow effortlessly to a spacious ocean-view terrace and a rare Laguna Hillside Garden, where outdoor seating, lush lawns, mature olive trees, and a vibrant flower garden create a serene retreat.

The chef-inspired kitchen is designed for function and beauty, offering top-tier appliances and stunning ocean views. A separate dining area provides a picturesque setting with views of the coastline and garden. The living space is designed for grand entertaining, enhanced by soaring ceilings, architectural art lighting, and generous gallery-like wall space.

A sculptural interior staircase and 100-year-old patinated maple flooring add to the home’s distinctive character. The temperature-controlled wine room, capable of storing up to 700 bottles, provides ample space for wine enthusiasts. The luxurious master suite features a private ocean-view balcony, spa-like bath, and his-and-her dressing areas. Two additional en suite guest rooms, both with ocean views, provide comfort and privacy. A convertible media room offers flexibility for additional living space.

Additional highlights include:

Elevator access to all levels
Oversized garage with a private gym
Whole-house audio and high-end finishes throughout
Multiple ocean-view decks, including a private master suite terrace with sweeping white-water, coastline, Catalina Island, and city-light views, this exceptional residence is a true coastal retreat, offering the best of Laguna Beach living."
1178703560,29272 Hub Lane,Hayward,2.0,3.0,750000,"STUNNING TOWNHOME STYLE CONDOMINIUM!!  THIS GORGEOUS HOME FEATURES GLEAMING LVP FLOORING (LOOKS LIKE WOOD), PLENTIFUL WINDOWS EXUDING NATURAL LIGHT, RECESSED LIGHTING, QUARTZ COUNTERTOPS, TILE BACKSPLASH, DESIGNER CABINETS, STAINLESS-STEEL APPLIANCES, DISHWASHER, REFRIGERATOR, FREE-STANDING GAS RANGE/OVEN, EXHAUST FAN, LARGE ISLAND WITH SINK, BREAKFAST BAR SEATING, FORMAL LIVING ROOM, UPSTAIRS DINING AREA, POWDER ROOM, SLIDING GLASS DOOR LEADING TO RELAXING BALCONY, LARGE DOWNSTAIRS KITCHENETTE, BEVERAGE REFRIGERATOR, TWO PRIMARY BEDROOMS WITH EN-SUITES (ONE DOWNSTAIRS), DOUBLE-SINK VANITY, OVERSIZED STALL SHOWER, MEDICINE CABINET, TUB/SHOWER COMBINATION, CUSTOM TILE FLOORING, ATTACHED ONE-CAR GARAGE, ROLL UP DOOR, AUTOMATIC OPENER, EPOXY FLOORING, OWNED SOLAR (COVERED BY HOA), EV WIRING HOOKUP, TANKLESS WATER HEATER, INSIDE LAUNDRY (WASHER/DRYER INCLUDED), HOA DUES $380 PER MONTH INCLUDES COMMON AREA EXTERIOR & MAINTENANCE.  DON'T MISS OUT!!"
1181733637,1001 W 133rd,Compton,3.0,2.0,680000,"Welcome to this charming 3-bedroom, 2-bathroom Compton home featuring a functional layout and plenty of possibilities to make it your own. Conveniently located near schools, shopping, dining, and major freeways, with easy access to Downtown Los Angeles, SoFi Stadium, Intuit Dome, the Kia Forum, and the Los Angeles Memorial Coliseum. This property is a fantastic opportunity for first-time buyers looking to build equity or investors seeking future potential. The backyard features mature lemon and guava trees, creating an inviting outdoor space to relax and enjoy. The detached two-car garage offers excellent potential for a possible ADU conversion, which could provide additional living space or future rental income. Buyer and buyer’s agent to verify all permits, square footage, bedroom and bathroom count, garage information, ADU feasibility, distances, and all property information."
1179222151,3240 Shelby Drive,Los Angeles,5.0,4.0,3850000,"Tucked among the tree-lined streets of Cheviot Hills, Shelby House is a five-bedroom, four-bathroom California contemporary residence where natural materials, considered design, and indoor-outdoor living come together across approximately 4,100 square feet. Floor-to-ceiling glass, wide-plank oak floors, warm architectural details, subtle crown molding, and custom millwork create a serene connection between the home and its surroundings. The main living spaces gather around a fireplace and open to a balcony with sweeping sky views. A skylit dining area flows into the kitchen, where quartz countertops, rich custom cabinetry, KitchenAid stainless steel appliances, a substantial center island, and an extended breakfast bar create a natural gathering place for quiet mornings and evenings with friends.  A nearby mudroom and laundry room provide practical storage and organization, while the direct-access finished garage includes built-in cabinetry and dedicated workshop space.  The main-level primary suite offers privacy, volume, and abundant natural light. Custom built-ins, an expansive walk-in closet, and a private balcony create a peaceful retreat overlooking the surrounding landscape.  The renovated primary bath features marble surfaces, dual sinks, a large glass-enclosed shower, and a skylight overhead.  A second bedroom adjacent to the primary suite provides flexibility as a nursery, private office, guest room, or additional family bedroom. A separate full bathroom completes the main-level accommodations.  The lower level includes three additional bedrooms, including a junior primary suite, along with a spacious family room, custom bar, wine cellar, and playroom.  Retractable glass walls open the family room to the pool and garden beyond, dissolving the boundary between indoors and out and creating an expansive connection rarely found in a multilevel residence. Designed for relaxed gatherings, casual dining, and movie nights, this level serves as a natural extension of the home's living and entertaining spaces.  Beyond the glass, the backyard unfolds as a secluded garden retreat beneath mature trees.  An Ipe wood deck surrounds the plunge pool and spa, with hanging chairs, shaded lounges, and intimate gathering spaces woven throughout the landscape.  A built-in barbecue, sink, and outdoor refrigerator create an effortless setting for outdoor meals and relaxed entertaining, while layered greenery, potted citrus trees, and integrated lighting bring warmth and atmosphere long after sunset. Private, peaceful, and thoughtfully composed, the grounds offer the rare feeling of a hidden retreat in the heart of Cheviot Hills.  Located within the highly regarded Castle Heights Elementary School attendance area, Shelby House is moments from Century City, Beverly Hills, Culver City, Hillcrest Country Club, Rancho Park Golf Course, Cheviot Hills Recreation Center, the Griffin Club, and a wide selection of neighborhood shops and restaurants.  Shelby House captures what makes Cheviot Hills so special: a quiet residential setting, California contemporary design, and a rare sense of privacy and escape, all just minutes from the culture, dining, and conveniences of the Westside."
1190333995,3256 White Cloud Drive,Hacienda Heights,5.0,3.0,999000,"A great opportunity awaits in desirable Hacienda Heights with this 5 bedroom, 3 bathroom single family residence, situated on a cul-de-sac and offering a generous blend of indoor and outdoor space.

An enclosed entryway welcomes you into the home and opens to a spacious living room with an adjacent dining area. The kitchen includes a convenient eating area, while 2 primary bedrooms each offer an ensuite bathroom.

The backyard offers multiple areas for outdoor living, including a covered patio for dining and gatherings, lawn and hardscape areas, and a large swimming pool with a newer pool pump and ample surrounding space for lounging and entertaining. The yard also features an assortment of fruit trees, including guava, apple, fig, avocado, grapefruit, kumquat, lemon, longan, and loquat. The garage features a newer garage door, direct access to the home, and laundry facilities.

The location also provides access to the Hacienda Hills and Puente Hills Preserve trail network, including hiking, mountain biking, and other outdoor recreation opportunities. Nearby schools include Los Molinos Elementary, Newton Middle School, and Los Altos High School. This property presents an opportunity to personalize a spacious Hacienda Heights home in a desirable neighborhood. A true gem waiting for you to make it your own."
1166640949,23625 Rock Hammer Lane,Groveland,2.0,2.0,395000,"SWEET RETREAT,  perfect for full time living or a vacation hme. Serene setting with just the right amount of trees allowing enough shade and sun. This home features a remodeled kitchen with newer stainless appliancesm never tile floor that extends into the dining are with a natural wood look. Great open floor plan with a sliding glass door that leads out onto a newer deck with metals railings, all new exterior wood siding, a 20' X 50' shop with a concrete floor with tall ceilings. A small bunk house or a small studio. miscellaneous sheds, metal carport, asphalt driveway and parking area, extra parking next to the shop with baserock great for Rv, Boat, Trailers etc. Rock Hammer Lane adjoins the new Fire Fall Ranch, Nestled between Groveland and Coulterville, both historic Gold Rush toens once know for mining and lumber mills. Cone and enjoy everything the Sierra Mountains have to offer."
1190323905,6751 Arlington Avenue,Los Angeles,2.0,1.0,725000,"Discover this beautifully remodeled 2-bedroom, 2-bath home, new electrical, new plumbing, new windows, new flooring throughout, etc. Ideally located just minutes from LAX, SoFi Stadium, Kia Forum, YouTube Theater, Intuit Dome, and Hollywood Park Casino. Step inside to a thoughtfully updated interior featuring a modern kitchen, a stylishly renovated bathroom, and contemporary finishes throughout. The home offers a warm and inviting atmosphere, making it truly move-in ready. Outside, the spacious backyard provides endless possibilities. Whether you envision entertaining guests, creating a garden oasis, designing your own outdoor retreat, or exploring the potential for an ADU (buyer to verify), this property offers the flexibility to fit your lifestyle and future goals. Perfect for first-time homebuyers. This home combines comfort, convenience, and opportunity in one of Los Angeles' most desirable locations. Enjoy easy access to premier entertainment venues, dining, shopping, transportation, and major employment centers. Don't miss this exceptional opportunity. Schedule a showing today."
1159613830,4754 Santa Ana,Cudahy,3.0,3.0,610000,"Charming 3-bedroom, 2.5-bath home in the heart of Cudahy — move-in ready and full of thoughtful updates. Step through a welcoming entry into a bright, open-concept living and dining area that flows into a remodeled kitchen with ample storage and modern finishes. Main level also includes a convenient half bath, a laundry room, and direct access to a 2-car garage. Upstairs you’ll find three comfortable bedrooms plus a versatile loft, along with two full bathrooms. Central heat and air. The property offers access to recreational areas and basketball courts for active outdoor fun. Gated community  Ideally located within walking distance to a hospital, shopping, and local schools, this home blends comfort, convenience, and community. Sold ""As is"""
1169040595,40 Las Moradas Cir,San Pablo,2.0,2.0,299000,"Top Floor & End Unit. Full of sunlights. 2 bed 2 bath and one extra office room.    In-unit Laundry. One Car garage and one designated parking space. Safe and Convenient. HOA includes water & garbage.  Community has club house, tennis field and swimming pool. Walk to San Pablo Dam Shopping Center, Hospital, Restaurantes and bus stations."
1189338453,1509 Greenfield Avenue 207,Los Angeles,2.0,2.0,1190000,"Light & bright 2BR 2BA in prime Westwood, 1,619 square feet of beautifully maintained living space on an elevator-served second floor, combining easy access with excellent privacy and natural light. Recently fully remodeled  with major systems and appliances thoughtfully updated in recent years, so you can move right in. A standout feature is the owner-installed Tesla charger with a dedicated time-of-use meter, allowing convenient overnight charging in gated side-by-side parking, plus private storage lockers, a heated pool, recreation billiard room, and elevator access. HOA dues include internet, cable TV, water, and trash. With convenient access to UCLA and close to a community park featuring tennis courts, a dog park, swimming facilities, playgrounds, and programs for all ages, from young children to active seniors. Zoned for top-rated Fairburn Avenue Elementary, this rare home offers a perfect blend of space, natural light, and low-maintenance Westside living."
